Name,helmet,cape,amulet,weapon,body,sheild,Equip7,legs,Equip9,gloves,boots,Equip12,Loc_x,Loc_y,Anim_id,Overall,Attack,Defence,Strength,Hitpoints,Ranged,Prayer,Magic,Cooking,Woodcutting,Fletching,Fishing,Firemaking,Crafting,Smithing,Mining,Herblore,Agility,Thieving,Slayer,Farming,Runecrafting,Hunter,Construction,Location
Mad Chewys,579,4333,3861,841,544,-1,-1,542,-1,-1,7114,-1,3222,3219,-1,0,1,1,1,1,1,1,1,71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,lumbridge
PotomacRiver,-1,-1,-1,-1,-1,-1,-1,-1,-1,7458,-1,-1,3223,3218,-1,850,70,70,70,73,70,31,37,41,38,15,20,20,35,21,15,1,36,69,20,25,1,71,1,lumbridge
Back to Chef,1161,1021,1731,1333,1111,1183,-1,1077,-1,1580,1061,-1,3221,3219,-1,1949,99,99,99,99,99,78,94,95,90,70,75,90,87,80,89,78,76,71,74,96,65,69,77,lumbridge
Stukinside,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3221,3217,-1,311,26,20,20,24,2,24,31,46,45,1,42,1,5,1,15,1,1,1,1,1,1,1,1,lumbridge
Letsgoretro,1153,-1,-1,1329,1115,1191,-1,1067,-1,-1,-1,-1,3205,3228,-1,359,20,5,30,27,1,15,33,48,21,1,57,21,3,35,34,1,1,1,1,1,1,1,1,lumbridge
BaboonLagoon,579,-1,1478,1381,581,1179,-1,-1,-1,-1,1061,-1,3222,3217,-1,372,21,17,20,23,1,13,29,25,55,1,20,50,9,33,32,1,1,1,1,1,16,1,1,lumbridge
loopod,-1,-1,-1,1351,-1,-1,-1,-1,-1,-1,-1,-1,3222,3217,-1,90,1,1,1,10,1,1,1,1,28,1,1,32,1,1,1,1,1,1,1,1,1,1,1,lumbridge
MrRobusto,2619,1007,3863,1333,1113,2621,-1,2625,-1,11120,4131,-1,3221,3219,-1,561,46,43,43,41,25,31,55,17,43,1,24,46,24,20,22,13,26,20,9,1,1,9,1,lumbridge
ironcorry,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3235,3226,-1,432,33,1,35,30,13,25,20,38,54,1,36,43,16,37,42,1,1,1,1,1,1,1,1,lumbridge
Digveracday,1139,1019,552,1428,-1,-1,-1,-1,-1,-1,-1,-1,3086,3230,-1,190,21,1,15,18,1,6,1,9,55,1,7,6,3,7,31,1,1,1,1,1,1,1,1,woodcutting
Roebuck 14,6188,-1,10364,20836,21849,-1,-1,6181,-1,-1,3061,-1,3099,3233,-1,0,1,1,1,1,1,1,1,42,1,1,41,1,1,31,1,1,1,1,1,1,1,1,1,woodcutting
Inowe,1037,-1,1731,1295,1115,1191,-1,1081,-1,13665,11019,-1,3093,3248,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,woodcutting
Morbida78,1143,-1,1009,1299,1109,1197,-1,1071,-1,-1,-1,-1,3086,3230,-1,253,23,23,25,25,1,14,9,24,62,1,11,13,6,1,7,1,1,1,1,1,1,1,1,woodcutting
Sir M3li0das,2627,13679,1725,23330,1113,2629,-1,2625,-1,1063,9005,-1,3082,3255,-1,458,40,42,40,44,42,34,43,38,31,1,7,35,9,29,15,1,1,1,1,1,1,1,1,woodcutting
Im Yisvs,24305,-1,-1,1357,24307,-1,-1,24309,-1,24311,24313,-1,3087,3234,-1,719,80,75,80,80,74,46,65,20,55,20,1,8,22,1,1,1,51,1,26,1,1,9,1,woodcutting
StevenGerraR,-1,-1,-1,22361,-1,1173,-1,-1,-1,-1,-1,-1,3087,3227,621,155,2,1,2,10,1,2,1,22,40,1,17,43,3,1,1,1,1,1,1,1,1,1,1,woodcutting
lone alpacha,1048,-1,1478,1353,6184,-1,-1,6185,-1,-1,-1,-1,3089,3233,-1,311,30,24,35,31,3,23,14,14,44,1,20,17,18,12,17,1,1,1,1,1,1,1,1,woodcutting
So I say,1048,23410,10364,1359,2661,13660,-1,2663,-1,3060,1061,-1,3087,3235,-1,429,41,44,44,40,1,26,26,32,62,1,29,26,5,30,11,1,1,4,1,1,1,1,1,woodcutting
Ateam239,12845,1031,10364,1359,3481,-1,-1,3483,-1,2922,9005,-1,3088,3236,867,0,1,44,1,1,1,1,45,1,56,1,1,1,1,1,51,1,1,1,1,1,1,1,1,woodcutting
Sir Rano,1141,1019,-1,1295,1115,1191,-1,1067,-1,1059,1061,-1,3099,3246,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,33,1,1,1,1,1,1,1,1,1,woodcutting
Meso10,1169,13679,1731,-1,1133,-1,-1,1099,-1,1065,1061,-1,3089,3236,-1,359,20,40,20,38,42,20,50,17,15,1,9,18,12,31,18,1,1,1,1,1,1,1,1,woodcutting
Straightbubs,-1,13679,1725,1357,-1,13660,-1,-1,-1,1059,9006,-1,3085,3237,-1,0,60,60,60,59,1,42,55,40,1,1,1,1,1,60,46,1,1,1,1,1,1,1,1,woodcutting
Gerrero 2030,-1,-1,-1,1357,-1,-1,-1,-1,-1,-1,-1,-1,3105,3227,-1,671,56,54,61,58,1,44,1,45,1,1,42,34,33,38,71,1,1,1,1,1,22,1,1,woodcutting
mirana20d,-1,-1,-1,1359,-1,-1,-1,-1,-1,-1,-1,-1,3092,3225,-1,1430,84,85,85,94,99,62,71,53,68,56,42,55,56,74,53,39,69,53,81,1,39,61,50,woodcutting
xHokusx,1141,-1,1478,1333,1109,1197,-1,1067,-1,1059,1061,-1,3105,3247,-1,328,40,40,40,40,2,24,1,25,31,1,20,34,1,1,20,1,1,1,1,1,1,1,1,woodcutting
OSRS Joshh,2627,-1,1731,1333,1113,2629,-1,2625,-1,11974,1837,-1,3088,3237,-1,483,52,40,53,54,1,22,61,12,33,1,10,4,3,33,62,1,1,2,34,1,1,1,1,woodcutting
99rangegod,1053,4405,1731,853,1135,-1,-1,1099,-1,1065,1061,-1,3086,3231,621,0,1,43,1,55,65,42,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,woodcutting
Jeseki,1057,-1,-1,22361,1757,13660,-1,-1,-1,-1,-1,-1,3088,3229,867,271,1,1,3,10,1,1,1,2,50,1,51,50,40,1,50,1,1,1,1,1,1,1,1,woodcutting
Cyroc17,-1,-1,-1,1331,1121,-1,-1,1071,-1,-1,-1,-1,3101,3241,-1,0,1,1,1,1,1,1,1,1,49,1,1,1,1,1,1,1,1,1,1,1,1,1,1,woodcutting
CommunityPie,-1,1019,-1,837,1757,-1,-1,-1,-1,-1,1061,-1,3099,3254,-1,0,1,60,60,56,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,woodcutting
1m4cr1m1n4l,-1,-1,-1,22361,-1,-1,-1,-1,-1,-1,-1,-1,3091,3232,-1,1184,75,75,87,86,87,70,86,44,69,60,54,55,55,1,41,19,36,26,55,9,1,1,63,woodcutting
saracoro33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3096,3239,-1,334,3,10,1,25,1,37,1,40,52,1,12,51,1,1,1,1,1,1,9,1,1,82,1,woodcutting
supersoyboy,10288,1021,-1,24219,23315,1201,-1,23318,-1,-1,23285,-1,3099,3238,-1,0,1,52,1,1,1,1,1,40,1,1,41,1,1,1,1,1,1,1,1,1,1,1,1,woodcutting
Bing01,1017,-1,1725,1353,-1,-1,-1,-1,-1,7595,1061,-1,3085,3237,875,0,1,1,1,1,1,1,1,55,1,1,55,37,1,1,1,1,1,1,1,1,1,1,1,woodcutting
Fikolan alt,-1,-1,-1,22361,-1,-1,-1,-1,-1,-1,-1,-1,3087,3228,621,276,10,14,13,16,1,3,1,15,28,4,10,1,78,60,14,1,1,1,1,1,1,1,1,woodcutting
Blue Kattis,1048,1021,1731,1353,6186,-1,-1,3473,-1,-1,-1,-1,3087,3235,875,0,1,1,1,1,1,1,1,47,1,1,47,41,34,33,1,1,1,1,1,1,1,1,1,woodcutting
paz30,-1,-1,-1,1351,-1,-1,-1,-1,-1,-1,-1,-1,3102,3245,879,0,1,1,1,1,1,1,1,1,43,1,1,1,1,1,1,1,1,1,1,1,1,1,1,woodcutting
Wqk,-1,-1,-1,22361,-1,-1,-1,-1,-1,-1,-1,-1,3085,3237,867,0,1,1,1,1,1,1,1,1,48,1,1,35,1,1,1,1,1,1,1,1,1,1,1,woodcutting
jose25899424,1017,1019,1009,1357,-1,-1,-1,-1,-1,-1,-1,-1,3087,3227,-1,0,1,1,1,1,45,1,1,1,1,1,1,1,1,1,42,1,1,1,1,1,1,1,1,woodcutting
Huuja420,2673,4385,1725,1333,1113,2675,-1,2671,-1,-1,9005,-1,3090,3249,-1,0,1,1,1,1,1,1,1,44,67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,woodcutting
Poo Poo Pal,-1,-1,-1,1277,-1,1171,-1,-1,-1,-1,-1,-1,3087,3227,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,woodcutting
BirdChirps,1159,4383,1478,1357,1121,1197,-1,1071,-1,-1,3061,-1,3101,3243,-1,402,40,40,30,37,1,23,17,38,39,1,34,21,9,29,23,1,1,1,1,1,13,1,1,woodcutting
4 Gold 2157,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3086,3230,621,149,1,1,1,18,1,1,29,1,41,1,2,41,1,1,1,1,1,1,1,1,1,1,1,woodcutting
Devil Ex3me2,23448,13679,-1,1359,13663,-1,-1,13664,-1,13665,11019,-1,3085,3237,-1,542,40,40,70,64,70,23,60,4,54,9,1,1,60,1,10,3,1,1,26,1,1,1,1,woodcutting
DreamsGone,5537,-1,-1,1381,-1,-1,-1,-1,-1,-1,-1,-1,3086,3231,623,1370,72,72,70,76,75,55,69,69,68,41,71,66,64,60,72,8,82,54,67,22,28,63,46,woodcutting
Inyu,1139,1021,1009,1323,1035,1175,-1,1033,-1,2932,1061,-1,3087,3243,-1,337,30,28,30,33,1,16,46,24,30,1,27,8,8,1,46,1,1,1,1,1,1,1,1,woodcutting
JinOnScape,23448,-1,-1,-1,13663,13660,-1,13664,-1,13665,-1,-1,3080,3249,-1,0,1,1,1,1,1,1,1,47,57,1,46,1,33,1,1,1,1,1,1,1,1,1,1,woodcutting
g3tpwned17,-1,-1,-1,841,-1,-1,-1,-1,-1,-1,-1,-1,3091,3228,-1,193,1,1,1,10,1,1,1,20,30,1,18,34,3,29,34,1,1,1,1,1,1,1,1,woodcutting
SeaMonkey8,1167,1019,-1,1333,1123,1201,-1,1073,-1,-1,-1,-1,3087,3227,-1,0,50,51,64,57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,woodcutting
II QUEEN III,21214,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3088,3230,867,310,1,1,1,10,1,1,1,48,72,1,50,41,1,23,50,1,1,1,1,1,1,1,1,woodcutting
dennakil,-1,-1,-1,1359,-1,-1,-1,-1,-1,-1,-1,-1,3085,3237,867,631,41,36,59,56,60,17,39,73,56,1,62,36,9,31,47,1,1,1,1,1,1,1,1,woodcutting
miamorisbig,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3086,3231,621,215,39,41,48,43,1,25,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,woodcutting
77 Lich Cry,1163,-1,1731,1333,1113,13660,-1,1079,-1,-1,-1,-1,3086,3231,621,555,49,46,46,52,40,20,57,19,36,1,14,22,44,60,41,1,1,1,1,1,1,1,1,woodcutting
King JSNOW,-1,-1,-1,1333,-1,1171,-1,-1,-1,-1,-1,-1,3086,3231,621,0,1,1,1,1,1,1,1,1,61,1,45,1,1,1,1,1,1,1,1,1,1,1,1,woodcutting
Raw Food22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3086,3231,621,242,3,1,1,10,1,1,1,37,63,1,46,17,1,1,50,1,1,1,1,1,1,1,1,woodcutting
balgruuf2,-1,-1,-1,1357,-1,-1,-1,-1,-1,-1,-1,-1,3087,3230,-1,448,50,49,50,50,1,43,33,28,31,1,22,34,9,29,10,1,1,1,1,1,1,1,1,woodcutting
KingTommy15,1163,1007,1478,1355,1123,1201,-1,1079,-1,2912,1061,-1,3087,3233,871,554,46,45,50,49,40,36,40,40,35,1,40,38,6,39,41,1,1,1,1,1,1,1,1,woodcutting
ZeArcher91,1048,23410,1654,1359,7370,-1,-1,7378,-1,11079,1061,-1,3085,3238,867,803,60,71,72,79,86,2,63,4,74,1,75,50,40,42,76,1,1,1,1,1,1,1,1,woodcutting
notcool gold,1017,-1,-1,1359,-1,-1,-1,-1,-1,-1,-1,-1,3215,3214,-1,897,57,57,60,57,33,43,55,45,52,65,52,53,33,42,46,3,36,40,34,23,1,9,1,woodcutting
Cryonic96,12293,1019,1009,1271,12287,12291,-1,12289,-1,1063,1061,-1,3206,3208,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35,1,1,1,1,1,1,1,1,woodcutting
MXBf2p,1155,1019,-1,1325,1103,1173,-1,-1,-1,-1,-1,-1,3215,3225,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,woodcutting
AreS Sistems,1163,-1,1478,1333,1135,1540,-1,1099,-1,1065,1061,-1,3240,3244,623,672,50,50,50,52,40,27,68,37,50,1,26,54,70,29,60,1,1,1,1,1,1,1,1,attack
High Times 2,20205,13679,1731,1331,11020,13660,-1,11022,-1,13665,11019,-1,3241,3241,-1,199,28,10,14,22,1,16,1,27,3,1,20,3,1,37,7,1,1,1,1,1,1,1,1,attack
howdyto,-1,-1,-1,1277,-1,1171,-1,-1,-1,-1,-1,-1,3240,3242,-1,110,1,1,1,10,1,1,1,1,1,1,79,1,1,1,1,1,1,1,1,1,1,1,1,attack
yeahboiii420,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3268,3226,-1,435,60,44,51,52,1,37,33,35,38,3,18,7,2,1,1,3,10,15,20,1,1,1,1,attack
Hlchia2,-1,4315,10364,847,-1,-1,-1,-1,-1,3060,3061,-1,3250,3238,-1,656,57,58,58,59,42,43,44,45,47,1,37,50,19,39,49,1,1,1,1,1,1,1,1,attack
AmpleOctocat,12241,4407,1731,1329,12235,12243,-1,12237,-1,2912,1061,-1,3240,3242,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,attack
rw96,12283,1023,552,1329,12277,12281,-1,12279,-1,2922,1061,-1,3257,3228,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,attack
wiiimiii,5527,-1,-1,1357,-1,-1,-1,-1,-1,-1,-1,-1,3240,3242,623,944,52,40,41,56,65,45,67,54,39,26,74,50,30,59,54,24,35,53,41,2,10,21,6,attack
stefanie2014,1153,-1,-1,1325,-1,1191,-1,-1,-1,-1,-1,-1,3249,3245,-1,0,53,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,45,1,1,attack
im lil tay-k,2637,3765,21163,12377,1833,-1,-1,6181,-1,-1,628,-1,3250,3226,-1,665,44,44,48,49,46,47,71,22,26,64,28,12,34,7,25,21,27,25,21,1,1,1,1,attack
dantetstone,-1,-1,1731,1331,-1,-1,-1,1073,-1,2912,1061,-1,3251,3242,-1,271,32,31,32,32,1,17,1,43,3,1,43,5,1,8,13,1,1,1,1,1,1,1,1,attack
Skunk Turdz,11850,-1,6585,4587,11854,12954,-1,11856,-1,-1,11860,-1,3255,3226,-1,1257,70,63,67,68,73,65,80,70,60,51,58,50,61,60,60,50,59,54,39,23,32,9,35,attack
Poju18,1153,-1,-1,1359,1005,13660,-1,1083,-1,-1,-1,-1,3240,3242,-1,600,1,40,1,1,1,31,1,50,1,1,50,33,60,35,41,1,1,1,1,1,12,1,1,attack
Hellboy023,-1,-1,1710,1381,-1,-1,-1,-1,-1,-1,-1,-1,3240,3226,-1,206,24,33,1,34,1,1,89,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,attack
SubZeroH2O,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3240,3244,-1,779,43,40,50,53,57,34,61,58,55,1,91,40,59,52,49,1,1,1,1,1,29,1,1,attack
Super Spaget,-1,-1,-1,1349,-1,-1,-1,-1,-1,-1,-1,-1,3240,3244,623,0,1,1,1,1,1,1,1,49,1,1,62,1,1,1,1,1,1,1,1,1,1,1,1,attack
Nelsh,7594,1021,1478,1329,577,1179,-1,1011,-1,1063,1061,-1,3240,3244,623,0,1,1,1,1,1,1,46,39,1,1,45,1,1,1,36,1,1,1,1,1,7,1,1,attack
Chungus Baby,1157,-1,1731,1327,1119,1193,-1,1069,-1,-1,1061,-1,3252,3244,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,attack
DepressivoMT,-1,-1,-1,1277,-1,-1,-1,-1,-1,-1,-1,-1,3240,3244,-1,0,1,1,1,1,1,1,1,1,1,1,61,1,1,1,1,1,1,1,1,1,1,1,1,attack
Gravity x0,1153,13679,-1,12727,1115,-1,-1,1067,-1,-1,-1,-1,3255,3247,2324,178,1,1,16,13,1,6,1,23,7,1,20,6,1,33,40,1,1,1,1,1,1,1,1,attack
Uljinn,20792,1021,1478,2402,20794,1173,-1,20796,-1,1059,9006,-1,3239,3254,623,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,attack
ejr0631,1139,1019,1009,845,1129,-1,-1,1095,-1,1059,1061,-1,3246,3235,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,attack
96 Odd 2945,-1,-1,-1,1277,-1,-1,-1,-1,-1,-1,-1,-1,3239,3254,623,193,24,24,27,26,1,1,1,1,1,1,74,1,1,1,1,1,1,1,1,1,1,1,1,attack
Evil Nivek,579,1019,-1,1207,581,1191,-1,-1,-1,1059,-1,-1,3259,3242,-1,0,1,1,1,1,1,1,1,1,1,10,1,1,1,36,48,3,1,21,1,2,12,1,1,attack
Onlyedman,-1,-1,-1,1323,1115,1191,-1,1067,-1,-1,-1,-1,3260,3230,-1,0,1,1,1,1,1,1,1,42,1,1,1,33,1,1,1,1,1,1,1,1,1,1,1,attack
Suarez0831,1167,-1,-1,843,1133,-1,-1,1095,-1,1059,9006,-1,3263,3226,-1,487,41,44,41,41,14,22,39,60,30,1,58,35,9,29,15,1,1,1,1,1,1,1,1,attack
xErotogenic,-1,4339,-1,-1,-1,-1,-1,-1,-1,2922,1061,-1,3240,3241,623,224,1,1,1,19,18,12,25,20,70,1,13,30,3,1,1,1,1,1,1,1,1,1,1,attack
Toughgirl526,23448,1023,-1,1299,13663,-1,-1,13664,-1,13665,13182,-1,3258,3226,-1,290,32,19,32,21,10,18,16,26,20,1,22,22,3,16,23,1,1,2,1,1,1,1,1,attack
Crushdoom466,1046,23297,21157,1325,7122,20181,-1,-1,-1,2922,4310,-1,3259,3231,733,143,5,3,3,48,1,1,66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,attack
COVIDinmyCUP,1159,-1,1009,1273,1121,1197,-1,1071,-1,1059,1061,-1,3239,3254,-1,354,24,24,24,27,20,23,20,31,30,1,30,35,1,24,32,1,1,1,1,1,1,1,1,attack
rune25scape,1167,-1,-1,1381,1131,-1,-1,1095,-1,1063,1061,-1,3240,3242,623,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,1,1,attack
birrzu duona,1017,4365,1727,1381,577,-1,-1,1033,-1,-1,1061,-1,3264,3227,-1,91,1,1,1,12,1,1,18,1,1,1,41,1,1,1,1,1,1,1,1,1,1,1,1,attack
Brad sux,1042,1021,1718,1273,-1,-1,-1,1011,-1,-1,-1,-1,3288,3369,-1,707,67,40,73,68,63,53,82,2,54,1,13,48,32,1,21,4,30,16,35,1,1,1,1,mining
deme1994,1137,1019,1009,1265,1119,1189,-1,1067,-1,3060,1061,-1,3286,3368,625,197,14,14,14,17,1,7,3,22,15,1,22,15,3,16,24,1,1,1,1,1,2,1,1,mining
Prisco50,-1,-1,-1,1275,-1,-1,-1,-1,-1,-1,-1,-1,3286,3368,624,609,50,50,50,56,60,31,63,4,70,1,18,14,44,29,61,1,1,1,1,1,1,1,1,mining
TGIF2k20,1159,13679,1478,1329,1121,1197,-1,1071,-1,1059,9005,-1,3286,3370,-1,541,34,30,31,34,28,26,24,44,50,1,40,54,37,42,44,1,1,1,1,1,15,1,1,mining
Webkinz138,1159,1007,-1,1265,1121,1197,-1,12289,-1,-1,-1,-1,3286,3365,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,mining
FearlessArm,-1,-1,-1,1269,-1,-1,-1,-1,-1,-1,-1,-1,3289,3362,-1,270,20,20,21,21,1,14,1,43,30,1,40,3,16,13,18,1,1,1,1,1,1,1,1,mining
Chris0315,1153,-1,1009,1267,1103,1175,-1,1075,-1,13665,13182,-1,3284,3369,-1,215,8,1,1,11,1,10,1,30,30,1,30,33,1,19,30,1,1,1,1,1,1,1,1,mining
Shayan17,-1,-1,-1,1267,-1,-1,-1,-1,-1,-1,-1,-1,3287,3370,-1,152,1,10,1,16,1,1,27,1,14,1,1,2,1,35,32,1,1,1,1,1,1,1,1,mining
Sheiry,23448,1029,1725,4565,13663,-1,-1,13664,-1,13665,13182,-1,3286,3368,-1,326,1,1,1,10,1,1,1,64,32,1,50,1,65,1,88,1,1,1,1,1,1,1,1,mining
godfather179,1167,-1,-1,853,1129,-1,-1,1099,-1,1065,-1,-1,3278,3366,-1,0,1,1,1,1,41,1,1,64,44,1,1,44,1,45,1,1,1,1,1,1,1,1,1,mining
ImTheSeers,-1,-1,-1,1267,-1,-1,-1,-1,-1,-1,-1,-1,3286,3368,626,84,1,1,1,10,1,1,1,1,1,1,16,1,1,1,38,1,1,1,1,1,1,1,1,mining
orophyr,579,-1,-1,1387,577,1199,-1,-1,-1,-1,-1,-1,3287,3370,-1,0,1,1,1,1,1,1,59,1,1,1,1,1,1,39,45,1,1,1,1,1,1,1,1,mining
KodeyJames,-1,-1,-1,1271,-1,13660,-1,-1,-1,-1,-1,-1,3286,3368,-1,476,40,40,41,41,26,7,37,35,46,1,37,40,7,32,38,1,1,1,1,1,1,1,1,mining
LA SG,1017,-1,-1,1387,1035,-1,-1,1033,-1,-1,-1,-1,3286,3368,-1,340,42,40,44,46,1,19,50,1,41,1,1,14,1,1,30,1,1,1,1,1,1,1,1,mining
IronRoker,-1,-1,-1,1273,-1,-1,-1,-1,-1,-1,9006,-1,3286,3368,-1,287,20,5,20,19,1,10,2,40,40,1,40,40,1,13,27,1,1,1,1,1,1,1,1,mining
N007b1,-1,-1,-1,1269,-1,-1,-1,-1,-1,-1,-1,-1,3282,3366,-1,421,40,44,44,41,1,26,33,43,31,1,43,34,5,5,22,1,1,1,1,1,1,1,1,mining
bulkyng123,-1,-1,1706,1275,-1,-1,-1,-1,-1,-1,-1,-1,3286,3368,-1,1173,72,75,73,75,67,55,82,32,67,78,27,61,76,70,52,20,56,41,22,1,33,9,29,mining
BaldRice,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3286,3368,629,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mining
farmer leroy,-1,-1,-1,1275,-1,-1,-1,-1,-1,-1,-1,-1,3286,3368,624,734,40,20,55,47,32,35,40,62,60,1,63,60,62,48,58,1,1,1,9,1,36,1,1,mining
HCIM jhoot,1153,1007,-1,1273,1115,1191,-1,1067,-1,1059,1061,-1,3286,3370,629,332,20,25,33,28,5,17,1,35,22,1,30,27,3,37,40,1,1,1,1,1,1,1,1,mining
PaintedMiner,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3286,3368,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,1,1,1,1,1,1,1,1,mining
kivinippu69,1017,-1,552,1267,7592,-1,-1,1095,-1,1059,7596,-1,3282,3370,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mining
Kesemot,-1,-1,-1,1275,-1,-1,-1,-1,-1,-1,-1,-1,3286,3368,-1,293,40,30,30,34,1,8,7,20,6,1,3,8,3,43,51,1,1,1,1,1,1,1,1,mining
Shiball,-1,13679,-1,1387,-1,13660,-1,-1,-1,-1,-1,-1,3286,3368,-1,0,1,1,1,1,1,1,1,58,1,1,56,1,1,1,1,1,26,1,1,1,1,1,1,mining
Rin5621,-1,-1,-1,1271,-1,-1,-1,-1,-1,-1,-1,-1,3286,3368,628,553,46,40,1,1,1,44,1,41,1,1,45,1,49,1,37,10,24,1,1,1,1,1,1,mining
samba_pati02,1153,-1,-1,1277,1115,1191,-1,1067,-1,-1,-1,-1,3286,3368,-1,90,1,1,1,10,1,1,1,1,1,1,1,1,1,1,59,1,1,1,1,1,1,1,1,mining
78Kirito-Kun,1017,-1,-1,1265,-1,-1,-1,-1,-1,-1,-1,-1,3286,3368,625,147,1,1,1,10,1,1,1,25,30,1,20,34,1,1,11,1,1,1,1,1,1,1,1,mining
MXBf2p,-1,-1,-1,1265,-1,-1,-1,-1,-1,-1,-1,-1,3287,3370,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,mining
PaintedArch,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3286,3368,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,37,1,1,1,1,1,1,1,1,mining
Karyn542,1159,-1,1009,1329,1121,1197,-1,1071,-1,-1,-1,-1,3286,3368,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,1,1,1,1,1,1,1,1,mining
Stebe Roger,1139,-1,-1,1265,1117,9704,-1,-1,-1,-1,-1,-1,3284,3370,-1,0,45,50,1,1,1,1,1,1,1,1,1,1,1,1,54,1,1,1,1,1,1,1,1,mining
Turby2020,-1,-1,-1,1267,-1,1171,-1,-1,-1,1059,9006,-1,3285,3370,626,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mining
Kpew,1163,-1,1478,1271,1127,2629,-1,1079,-1,-1,-1,-1,3286,3368,-1,0,1,44,1,1,1,1,1,55,1,1,1,1,1,52,35,1,1,1,1,1,5,1,1,mining
IronSoph,12600,13679,-1,1387,6186,13660,-1,6187,-1,-1,9005,-1,3286,3368,628,0,1,1,1,1,1,1,1,52,55,1,50,50,31,1,47,1,1,1,1,1,1,1,1,mining
RuBeast1010,-1,-1,-1,1265,-1,-1,-1,-1,-1,-1,-1,-1,3285,3370,625,97,11,1,1,12,1,4,1,1,11,1,1,1,1,1,41,1,1,1,1,1,1,1,1,mining
TS1996,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3109,3432,-1,362,45,44,62,52,1,37,29,8,3,1,13,1,5,37,11,3,4,1,1,1,1,1,1,fishing
CLEVELER 1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3109,3432,-1,109,1,1,1,10,1,1,1,1,1,1,78,1,1,1,1,1,1,1,1,1,1,1,1,fishing
