Name,helmet,cape,amulet,weapon,body,sheild,Equip7,legs,Equip9,gloves,boots,Equip12,Loc_x,Loc_y,Anim_id,Chat_response,Overall,Attack,Defence,Strength,Hitpoints,Ranged,Prayer,Magic,Cooking,Woodcutting,Fletching,Fishing,Firemaking,Crafting,Smithing,Mining,Herblore,Agility,Thieving,Slayer,Farming,Runecrafting,Hunter,Construction,Location
willialex00,1159,-1,1009,1265,1121,1197,-1,1071,-1,-1,-1,-1,3225,3146,625,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
sebaven,-1,-1,-1,1265,-1,-1,-1,-1,-1,-1,-1,-1,3228,3145,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
lumaveor,-1,-1,-1,1353,-1,-1,-1,-1,-1,-1,-1,-1,3241,3161,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
dij gfd33333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3239,3147,621,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
dig sahib 44,-1,-1,-1,-1,-1,1171,-1,-1,-1,-1,-1,-1,3239,3147,621,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
DISCORDpope,1157,1007,552,1265,1115,1171,-1,1067,-1,1059,1061,-1,3223,3147,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
69ankouotto,1167,13679,-1,837,1131,-1,-1,1095,-1,2922,1061,-1,3240,3160,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
8787565,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3241,3149,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
KT-espinoza,12283,1019,1729,1329,12277,12281,-1,12279,-1,2922,1061,-1,3239,3159,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
sajid 22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3239,3147,621,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
tarikn 1122,-1,-1,-1,1277,-1,-1,-1,-1,-1,-1,-1,-1,3239,3147,621,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
theAmazon04,-1,-1,-1,1275,1101,-1,-1,7593,-1,7595,-1,-1,3236,3160,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
tariq khan 1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3239,3147,621,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
QueenFlorita,1153,-1,-1,1267,1115,1191,-1,-1,-1,-1,1061,-1,3226,3148,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
samh 1122,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3239,3147,621,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
nida g 4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3238,3146,897,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
nida pari 2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3241,3143,621,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
MicroCactus,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3229,3147,625,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Salsacracka,1153,1019,1731,1325,1115,1191,-1,1067,-1,-1,23294,-1,3241,3151,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
sani 3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3239,3147,621,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
VaelShinra,2595,4343,10364,1325,2591,2597,-1,2593,-1,2922,1061,-1,3240,3152,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
leens8,1949,-1,-1,1265,-1,9704,-1,-1,-1,-1,-1,-1,3225,3147,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
M0B PSYCH0,-1,-1,-1,1351,-1,-1,-1,-1,-1,-1,-1,-1,3237,3147,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
FireSword46,1139,-1,-1,1267,-1,1173,-1,-1,-1,-1,1061,-1,3224,3145,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Z3r0772,-1,-1,-1,1277,-1,1171,-1,-1,-1,-1,-1,-1,3242,3153,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
TheReal Pepp,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3223,3147,625,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Bawlinbilly,-1,-1,-1,1277,-1,1171,-1,-1,-1,-1,-1,-1,3239,3146,621,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
rasid100001,-1,-1,-1,1351,-1,1171,-1,-1,-1,-1,-1,-1,3241,3150,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
69cruel1495,-1,-1,-1,1265,-1,-1,-1,-1,-1,-1,-1,-1,3223,3149,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
BottomText12,1137,4393,-1,1267,1115,1189,-1,1067,-1,1063,1061,-1,3224,3147,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
conchepiojo1,-1,-1,-1,1265,-1,-1,-1,-1,-1,-1,-1,-1,3229,3150,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
fannys09,1949,-1,-1,1273,-1,1173,-1,3059,-1,3060,-1,-1,3227,3144,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
nida doll 3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3239,3147,621,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Ram Fly 1256,-1,-1,-1,1329,-1,-1,-1,-1,-1,-1,-1,-1,3218,3157,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
SalehTheMage,-1,1007,-1,1295,-1,9704,-1,-1,-1,-1,-1,-1,3240,3144,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
joeldf23,-1,-1,-1,1420,-1,1173,-1,-1,-1,-1,-1,-1,3238,3147,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
jnpb,6182,-1,1478,1357,6180,9704,-1,6181,-1,3060,1061,-1,3241,3149,621,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
LOCME,1949,-1,1009,1277,-1,1173,-1,-1,-1,1059,1061,-1,3228,3148,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
43wise1369,1137,-1,-1,1293,1101,1191,-1,1067,-1,1063,-1,-1,3224,3160,1156,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
2 Attack 92,-1,-1,-1,1327,-1,-1,-1,-1,-1,-1,-1,-1,3223,3147,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Eloboos,-1,-1,-1,1265,-1,-1,-1,-1,-1,-1,-1,-1,3223,3147,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
rabiosaa,-1,-1,1009,1265,-1,-1,-1,-1,-1,-1,-1,-1,3229,3147,625,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
22 Stone 639,1153,-1,-1,1329,1115,1191,-1,1067,-1,-1,-1,-1,3227,3161,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Rubymarim657,1153,-1,-1,1329,1115,1191,-1,1067,-1,-1,-1,-1,3226,3159,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
55 Gold 1984,1137,-1,-1,1329,1101,1191,-1,1067,-1,1063,-1,-1,3227,3160,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Frankeetei,1163,-1,1009,1273,1123,1201,-1,1079,-1,-1,-1,-1,3223,3147,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
ricardita65,-1,-1,1009,1265,-1,1173,-1,-1,-1,-1,-1,-1,3241,3160,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
sargentgalac,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3239,3147,621,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
sdvpr20,-1,-1,1478,1333,1119,1193,-1,1083,-1,-1,-1,-1,3239,3147,621,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
kucingbirahi,1137,-1,-1,1293,1101,1171,-1,1067,-1,-1,-1,-1,3223,3145,625,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
ball monitor,1949,-1,-1,841,-1,-1,-1,-1,-1,-1,1061,-1,3223,3147,625,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Morten 2020,-1,-1,-1,1351,-1,9704,-1,-1,-1,-1,-1,-1,3227,3153,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
MyBeta,-1,-1,-1,1351,-1,-1,-1,-1,-1,-1,-1,-1,3241,3143,621,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Prismward504,1153,-1,-1,1329,1115,1191,-1,1067,-1,-1,-1,-1,3224,3157,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
23346456,-1,-1,-1,1351,-1,-1,-1,-1,-1,-1,-1,-1,3241,3143,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Shrillygo739,1137,-1,-1,1295,1101,-1,-1,1067,-1,-1,-1,-1,3241,3149,621,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
CrisTheDan,-1,-1,-1,1349,-1,-1,-1,-1,-1,-1,-1,-1,3239,3146,621,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
DESDELAUNO01,-1,-1,-1,1265,-1,-1,-1,1067,-1,-1,-1,-1,3235,3154,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
dislexia13,1159,-1,-1,1275,1121,-1,-1,1071,-1,-1,-1,-1,3228,3145,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Sawspearsue,1137,-1,-1,1329,1101,1191,-1,1067,-1,1063,-1,-1,3220,3157,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
haider222233,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3239,3147,621,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
waicro,1165,1019,1731,12297,1119,1191,-1,1075,-1,-1,1061,-1,3230,3148,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
shaeahmad55,-1,-1,-1,1351,-1,-1,-1,-1,-1,-1,-1,-1,3239,3147,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
rikikin,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3241,3149,621,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
luzyelitza23,-1,-1,-1,12297,-1,-1,-1,-1,-1,-1,-1,-1,3225,3146,625,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
cballinbro,-1,-1,-1,1265,-1,-1,-1,-1,-1,-1,-1,-1,3226,3148,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
sandspoon,-1,1027,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3240,3155,4855,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Goutzserk,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3240,3151,733,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
89good2955,1137,-1,-1,1329,1101,1191,-1,1067,-1,1063,-1,-1,3229,3161,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
EmmaG351,-1,-1,-1,1325,20169,1193,-1,20172,-1,-1,-1,-1,3230,3160,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
BigTatote,-1,-1,-1,1351,-1,1171,-1,-1,-1,-1,-1,-1,3240,3150,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
MrManiac116,-1,-1,-1,1277,-1,1171,-1,-1,-1,-1,-1,-1,3228,3145,625,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
4 Mortal 592,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3242,3149,621,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Bella1521,-1,-1,-1,1329,-1,-1,-1,-1,-1,-1,-1,-1,3239,3147,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Br da Antiga,1141,-1,1478,1295,-1,13660,-1,-1,-1,1059,1061,-1,3239,3147,621,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Antenor32,-1,-1,-1,9703,-1,9704,-1,-1,-1,-1,-1,-1,3225,3146,625,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Gaarcya,12813,-1,-1,9703,12814,9704,-1,12815,-1,-1,-1,-1,3239,3146,621,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
RapidlyBaned,-1,-1,-1,1277,-1,1171,-1,-1,-1,-1,-1,-1,3225,3149,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
DogBanditt,23407,4399,-1,843,-1,-1,-1,-1,-1,6149,6143,-1,3226,3150,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
SirAlujandro,-1,-1,-1,1351,-1,-1,-1,-1,-1,-1,-1,-1,3239,3147,621,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Spextrac,-1,-1,-1,1265,-1,-1,-1,-1,-1,-1,-1,-1,3229,3147,625,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
PayperXYZ,-1,1007,-1,1315,1125,-1,-1,-1,-1,-1,-1,-1,3242,3150,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Tantaralus,1159,1021,1478,1301,1121,1197,-1,1071,-1,1059,1061,-1,3285,3370,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
swabrhfence,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3289,3364,625,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
throwsnow158,1017,-1,1009,1387,581,1173,-1,1015,-1,1063,1061,-1,3296,3362,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
irfanjuttsbg,-1,-1,-1,1265,-1,-1,-1,-1,-1,-1,-1,-1,3282,3362,625,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Breakarrg11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3272,3370,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Dodgeroony,1157,-1,552,1325,1119,1193,-1,1069,-1,1059,1061,-1,3284,3369,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
hasuboos,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3283,3369,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
miang1234567,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3286,3365,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Zylo00,1159,13679,-1,1269,1121,1181,-1,1071,-1,1063,1061,-1,3282,3366,627,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Oldcrydusk,1153,-1,552,1265,1115,1191,-1,1067,-1,-1,-1,-1,3287,3369,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
irnonoob,-1,-1,-1,1265,-1,-1,-1,-1,-1,-1,-1,-1,3282,3363,625,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Zagrodesh420,1017,4339,1731,12297,3058,-1,-1,-1,-1,-1,3061,-1,3288,3367,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
fupuyayigova,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3287,3375,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Marsfish2480,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3282,3375,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
trotvusally,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3291,3362,625,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
gongwospace,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3286,3361,625,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Dracoazul 66,1141,1019,552,1297,1105,1173,-1,1067,-1,1063,1061,-1,3271,3370,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Moondalorian,1040,1023,1731,-1,544,-1,-1,542,-1,2922,9006,-1,3286,3368,628,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Matt2John,1153,1007,1009,1295,1115,1191,-1,1067,-1,1059,1061,-1,3295,3380,1156,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
liyizamilile,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3284,3375,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Krusty Bunz,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3288,3371,628,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
FireNapkin,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3286,3368,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
maizorito89,1163,1019,1725,1333,1113,1199,-1,1079,-1,-1,-1,-1,3295,3374,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Kylarrrr,-1,1007,1654,1267,6654,-1,-1,-1,-1,1059,1061,-1,3286,3361,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
ThatDude3330,1139,-1,-1,1265,-1,-1,-1,-1,-1,-1,-1,-1,3283,3369,625,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
rh111sb,-1,-1,-1,1265,-1,-1,-1,-1,-1,-1,-1,-1,3283,3368,625,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Sakatu,1139,-1,-1,12297,1103,-1,-1,-1,-1,1059,-1,-1,3285,3362,3873,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
feudggdrift,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3293,3380,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
DrBoffoft2,1141,-1,1725,1327,1105,1193,-1,1069,-1,1059,1061,-1,3274,3374,2282,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Hereteparch,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3291,3362,625,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
alexan070395,1153,1007,-1,1267,1109,-1,-1,1081,-1,-1,-1,-1,3290,3363,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
74fire2971,1151,-1,1725,1317,1101,-1,-1,1081,-1,-1,1061,-1,3282,3370,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
86 Smith 622,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3295,3378,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
vialhicheap,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3287,3366,625,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
halecmgummy,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3287,3366,625,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Hour1925,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3282,3366,625,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
SIVLE 128,-1,-1,-1,1275,-1,-1,-1,-1,-1,-1,-1,-1,3288,3371,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Hag Rush 632,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3271,3355,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
pebadimamofo,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3289,3376,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Centbxslain,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3289,3364,625,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
99WhiteB,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3277,3373,2282,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
6rule1829,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3286,3368,625,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
HannaHearty,-1,-1,552,-1,-1,-1,-1,-1,-1,-1,-1,-1,3277,3373,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Gnbrivas,579,1007,1731,1381,-1,13660,-1,1015,-1,1059,-1,-1,3290,3379,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Goatwibight,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3286,3361,625,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Return1732,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3286,3361,625,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
KillerGz89,-1,-1,-1,1273,-1,-1,-1,-1,-1,-1,-1,-1,3287,3364,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
jkhukihhhhhh,-1,-1,-1,1265,-1,-1,-1,-1,-1,-1,-1,-1,3299,3379,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
